post_id,service_cible,texte_clean,langue,canal,region,sentiment_score,sentiment_label,categorie,date_post
POST_14053a3f91,TER,ter bondé aux heures prévoir extension nécessaire,FR,RECLAMATION,KAOLACK,-0.015,NEGATIF,AUTRE,2026-05-10
POST_37cb62efb8,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,RECLAMATION,SAINT_LOUIS,-0.88,NEGATIF_FORT,AUTRE,2026-05-10
POST_46af17466d,SENELEC,senelec délestage tous les ras bol,FR,RECLAMATION,DAKAR,-0.749,NEGATIF_FORT,AUTRE,2026-05-24
POST_0c3099eff0,SENELEC,coupure électrique pendant senelec scandaleux,FR,WHATSAPP,SAINT_LOUIS,-0.888,NEGATIF_FORT,AUTRE,2026-05-13
POST_d5cf353b3e,SEN_EAU,sen eau problem dafa neka,WO,RECLAMATION,THIES,-0.736,NEGATIF_FORT,AUTRE,2026-05-02
POST_b644e53e57,ORANGE_MONEY,les frais cachés orange,FR,WHATSAPP,KAOLACK,-0.961,NEGATIF_FORT,TARIF,2026-05-14
POST_9a87ff7ce5,ORANGE_MONEY,orange money cher dafa neka,WO,RECLAMATION,KAOLACK,-0.832,NEGATIF_FORT,TARIF,2026-05-16
POST_71ece07354,ORANGE_MONEY,service orange money efficace pour les paiements factures,FR,TWITTER,SAINT_LOUIS,0.671,POSITIF,POSITIF,2026-05-09
POST_848b48b37a,SENELEC,facture senelec frais anormaux mois,FR,RECLAMATION,ZIGUINCHOR,-0.062,NEGATIF,TARIF,2026-05-05
POST_85888896ef,WAVE,encore une fois wave inadmissible,FR,FACEBOOK,SAINT_LOUIS,-0.711,NEGATIF_FORT,TECHNIQUE,2026-05-03
POST_899b4bfa03,WAVE,transaction wave argent débité sans confirmation,FR,RECLAMATION,THIES,0.066,NEUTRE,AUTRE,2026-05-11
POST_f32d518531,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,FACEBOOK,KAOLACK,-0.855,NEGATIF_FORT,TECHNIQUE,2026-05-17
POST_09554e8b56,ORANGE_MONEY,orange money dafa problem nekkul,WO,TWITTER,THIES,-0.771,NEGATIF_FORT,TECHNIQUE,2026-05-28
POST_55e3ec1b46,WAVE,encore une fois wave inadmissible,FR,TWITTER,THIES,-0.865,NEGATIF_FORT,TECHNIQUE,2026-05-19
POST_1cd8ff3614,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,RECLAMATION,DAKAR,-0.596,NEGATIF_FORT,AUTRE,2026-05-05
POST_c785bc4098,WAVE,frais wave trop cher orange money moins cher,FR,FACEBOOK,ZIGUINCHOR,-0.66,NEGATIF_FORT,TARIF,2026-05-30
POST_b5b90d2582,TER,ter ponctuel voyage confortable,FR,RECLAMATION,THIES,0.032,NEUTRE,AUTRE,2026-05-12
POST_ff89fcadd9,WAVE,frais wave trop cher orange money moins cher,FR,FACEBOOK,ZIGUINCHOR,-0.765,NEGATIF_FORT,TARIF,2026-05-04
POST_b631dd3289,WAVE,wave remboursé top,FR,FACEBOOK,SAINT_LOUIS,0.894,POSITIF,POSITIF,2026-05-10
POST_d8a5d0c43b,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,FACEBOOK,DAKAR,-0.699,NEGATIF_FORT,TECHNIQUE,2026-05-01
POST_3e540fff42,ORANGE_MONEY,les frais cachés orange,FR,TWITTER,SAINT_LOUIS,-0.852,NEGATIF_FORT,TARIF,2026-05-24
POST_7b98682e4b,SENELEC,senelec dafa xam dina tax,WO,RECLAMATION,THIES,-0.749,NEGATIF_FORT,TECHNIQUE,2026-05-03
POST_786a9f59dd,SENELEC,coupure senelec depuis quand que revient,FR,WHATSAPP,ZIGUINCHOR,-0.083,NEGATIF,AUTRE,2026-05-29
POST_b50ebb5ea7,ORANGE_MONEY,orange money fraud lost money this morning,EN,RECLAMATION,THIES,-0.939,NEGATIF_FORT,FRAUDE,2026-05-22
POST_2d27e28dd2,FREE_MONEY,free money dafa baax mais support dafa teye,WO,WHATSAPP,THIES,0.06,NEUTRE,TECHNIQUE,2026-05-23
POST_6de2b3f83d,ORANGE_MONEY,orange money cher dafa neka,WO,FACEBOOK,ZIGUINCHOR,-0.748,NEGATIF_FORT,TARIF,2026-05-13
POST_2737bcb506,SENELEC,senelec dafa xam dina tax,WO,WHATSAPP,DAKAR,-0.831,NEGATIF_FORT,TECHNIQUE,2026-05-24
POST_5646a43c82,SENELEC,coupure senelec depuis quand que revient,FR,FACEBOOK,DAKAR,0.033,NEUTRE,AUTRE,2026-05-14
POST_1595ba5281,WAVE,wave dafa dafa yomb,WO,WHATSAPP,SAINT_LOUIS,0.936,POSITIF,POSITIF,2026-05-11
POST_fca2c1b785,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,TWITTER,THIES,0.835,POSITIF,POSITIF,2026-05-13
POST_ffa31d38e1,FREE_MONEY,compte free money bloqué sans explication support,FR,WHATSAPP,THIES,-0.721,NEGATIF_FORT,TECHNIQUE,2026-05-01
POST_47fae6c451,WAVE,frais wave trop cher orange money moins cher,FR,FACEBOOK,ZIGUINCHOR,-0.811,NEGATIF_FORT,TARIF,2026-05-11
POST_7600259907,TER,ter pratique rapide entre dakar top,FR,FACEBOOK,DAKAR,0.781,POSITIF,POSITIF,2026-05-28
POST_a0290e1efe,ORANGE_MONEY,orange money encore panne inacceptable,FR,TWITTER,KAOLACK,-0.852,NEGATIF_FORT,TECHNIQUE,2026-05-13
POST_a3a206b936,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,WHATSAPP,SAINT_LOUIS,-0.875,NEGATIF_FORT,TECHNIQUE,2026-05-25
POST_c72b2c2bcf,TER,ter ponctuel voyage confortable,FR,RECLAMATION,SAINT_LOUIS,-0.047,NEGATIF,AUTRE,2026-05-04
POST_507eef16cf,WAVE,wave dafa dafa yomb,WO,FACEBOOK,SAINT_LOUIS,0.876,POSITIF,POSITIF,2026-05-08
POST_a4d99e596b,WAVE,wave remboursé top,FR,RECLAMATION,THIES,0.818,POSITIF,POSITIF,2026-05-02
POST_732a7fcf28,TER,ter bondé aux heures prévoir extension nécessaire,FR,RECLAMATION,DAKAR,0.066,NEUTRE,AUTRE,2026-05-28
POST_ce95f0f214,SEN_EAU,est revenue après sen eau enfin réactif,FR,WHATSAPP,THIES,-0.011,NEGATIF,AUTRE,2026-05-21
POST_ec119e3293,ORANGE_MONEY,orange money dafa problem nekkul,WO,WHATSAPP,KAOLACK,-0.676,NEGATIF_FORT,TECHNIQUE,2026-05-10
POST_65f3cc17ce,SENELEC,senelec dafa xam dina tax,WO,TWITTER,KAOLACK,-0.771,NEGATIF_FORT,TECHNIQUE,2026-05-09
POST_3f7b8f7a00,TER,ter retard encore infos temps réel impossible,FR,TWITTER,SAINT_LOUIS,-0.577,NEGATIF_FORT,AUTRE,2026-05-16
POST_fe86acf657,WAVE,transaction wave argent débité sans confirmation,FR,FACEBOOK,THIES,0.018,NEUTRE,AUTRE,2026-05-04
POST_0e25875ecf,FREE_MONEY,free money lent par rapport améliorer,FR,TWITTER,ZIGUINCHOR,-0.5,NEGATIF_FORT,TECHNIQUE,2026-05-22
POST_f07b6eaf3d,SENELEC,application senelec bien paiement facile maintenant,FR,RECLAMATION,DAKAR,0.625,POSITIF,POSITIF,2026-05-04
POST_2b7d12fbcc,WAVE,wave dafa duma gënn xaalis,WO,WHATSAPP,KAOLACK,-0.949,NEGATIF_FORT,TECHNIQUE,2026-05-22
POST_48865b39ca,WAVE,wave dafa duma gënn xaalis,WO,RECLAMATION,THIES,-0.991,NEGATIF_FORT,TECHNIQUE,2026-05-23
POST_42274ed807,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,RECLAMATION,KAOLACK,-0.534,NEGATIF_FORT,AUTRE,2026-05-15
POST_c7fc6b15a6,WAVE,wave rapide meilleur service mobile money sénégal,FR,RECLAMATION,SAINT_LOUIS,0.644,POSITIF,POSITIF,2026-05-07
POST_4a748acce2,TER,ter ponctuel voyage confortable,FR,RECLAMATION,THIES,0.051,NEUTRE,AUTRE,2026-05-21
POST_4310a35b31,WAVE,wave rapide meilleur service mobile money sénégal,FR,FACEBOOK,DAKAR,0.7,POSITIF,POSITIF,2026-05-29
POST_8e36b46487,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,FACEBOOK,SAINT_LOUIS,0.764,POSITIF,POSITIF,2026-05-03
POST_c198a295f1,WAVE,wave the best mobile money service fast and reliable,EN,TWITTER,SAINT_LOUIS,0.796,POSITIF,POSITIF,2026-05-30
POST_bb79f8d7d3,FREE_MONEY,compte free money bloqué sans explication support,FR,RECLAMATION,ZIGUINCHOR,-0.749,NEGATIF_FORT,TECHNIQUE,2026-05-10
POST_0082122252,SENELEC,application senelec bien paiement facile maintenant,FR,FACEBOOK,DAKAR,0.711,POSITIF,POSITIF,2026-05-14
POST_d27be94c74,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,RECLAMATION,ZIGUINCHOR,-0.681,NEGATIF_FORT,SERVICE_CLIENT,2026-05-23
POST_ae94120f53,FREE_MONEY,free money problem duma gënn,WO,TWITTER,THIES,-0.621,NEGATIF_FORT,AUTRE,2026-05-11
POST_924d7413a7,ORANGE_MONEY,orange money encore panne inacceptable,FR,TWITTER,SAINT_LOUIS,-0.923,NEGATIF_FORT,TECHNIQUE,2026-05-10
POST_0271d6440a,SENELEC,coupure senelec depuis quand que revient,FR,RECLAMATION,SAINT_LOUIS,0.074,NEUTRE,AUTRE,2026-05-23
POST_ad91aaacf8,SEN_EAU,facture sen eau anormalement élevée,FR,WHATSAPP,THIES,-0.098,NEGATIF,AUTRE,2026-05-21
POST_9d77371052,TER,ter bondé aux heures prévoir extension nécessaire,FR,WHATSAPP,KAOLACK,-0.081,NEGATIF,AUTRE,2026-05-20
POST_3f42feb959,SENELEC,coupure électrique pendant senelec scandaleux,FR,TWITTER,KAOLACK,-0.826,NEGATIF_FORT,AUTRE,2026-05-10
POST_6400e7bcc6,SENELEC,senelec problem dafa metti,WO,TWITTER,ZIGUINCHOR,-0.59,NEGATIF_FORT,AUTRE,2026-05-29
POST_3901e24e37,ORANGE_MONEY,les frais cachés orange,FR,WHATSAPP,SAINT_LOUIS,-0.96,NEGATIF_FORT,TARIF,2026-05-30
POST_b351136ce7,SENELEC,senelec dafa xam dina tax,WO,WHATSAPP,THIES,-0.733,NEGATIF_FORT,TECHNIQUE,2026-05-16
POST_28decb66d9,TER,ter ponctuel voyage confortable,FR,RECLAMATION,SAINT_LOUIS,0.013,NEUTRE,AUTRE,2026-05-16
POST_d70e584f4f,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,RECLAMATION,ZIGUINCHOR,0.726,POSITIF,POSITIF,2026-05-10
POST_451cb83d22,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,TWITTER,KAOLACK,-0.789,NEGATIF_FORT,AUTRE,2026-05-18
POST_69f0c4ac85,SENELEC,facture senelec frais anormaux mois,FR,FACEBOOK,SAINT_LOUIS,0.008,NEUTRE,TARIF,2026-05-09
POST_18ce307227,FREE_MONEY,free money nouveau encore beaucoup bugs,FR,TWITTER,THIES,-0.569,NEGATIF_FORT,TECHNIQUE,2026-05-12
POST_0c1d34cb56,WAVE,wave dafa duma gënn xaalis,WO,RECLAMATION,SAINT_LOUIS,-0.886,NEGATIF_FORT,TECHNIQUE,2026-05-14
POST_5d59854764,TER,ter ponctuel voyage confortable,FR,TWITTER,DAKAR,0.031,NEUTRE,AUTRE,2026-05-08
POST_6ec632e24f,FREE_MONEY,compte free money bloqué sans explication support,FR,TWITTER,KAOLACK,-0.65,NEGATIF_FORT,TECHNIQUE,2026-05-27
POST_f809bef8b3,FREE_MONEY,free money lent par rapport améliorer,FR,WHATSAPP,ZIGUINCHOR,-0.538,NEGATIF_FORT,TECHNIQUE,2026-05-19
POST_1ad0b05d94,ORANGE_MONEY,orange money fraud lost money this morning,EN,RECLAMATION,KAOLACK,-1.0,NEGATIF_FORT,FRAUDE,2026-05-13
POST_0a4d9de181,SENELEC,senelec réparé rapidement panne dans mon bravo,FR,FACEBOOK,SAINT_LOUIS,0.236,NEUTRE,POSITIF,2026-05-21
POST_3b41bd4363,SEN_EAU,pas depuis jours sen eau répond pas,FR,WHATSAPP,KAOLACK,-0.057,NEGATIF,AUTRE,2026-05-26
POST_5f6255bb06,SENELEC,facture senelec frais anormaux mois,FR,TWITTER,KAOLACK,-0.057,NEGATIF,TARIF,2026-05-20
POST_cfb73b2875,SENELEC,coupure senelec depuis quand que revient,FR,WHATSAPP,THIES,-0.085,NEGATIF,AUTRE,2026-05-09
POST_19df0a75f1,SENELEC,senelec dafa xam dina tax,WO,FACEBOOK,THIES,-0.851,NEGATIF_FORT,TECHNIQUE,2026-05-30
POST_9fbd12c922,SEN_EAU,est revenue après sen eau enfin réactif,FR,FACEBOOK,SAINT_LOUIS,0.028,NEUTRE,AUTRE,2026-05-26
POST_236a58a481,TER,application ter bug impossible ticket,FR,TWITTER,SAINT_LOUIS,-0.53,NEGATIF_FORT,TECHNIQUE,2026-05-29
POST_a17aab7697,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,FACEBOOK,DAKAR,-0.659,NEGATIF_FORT,SERVICE_CLIENT,2026-05-02
POST_6dab256a68,TER,ter ponctuel voyage confortable,FR,RECLAMATION,KAOLACK,0.078,NEUTRE,AUTRE,2026-05-09
POST_a65aa8582e,SEN_EAU,sen eau service client attente interminable,FR,RECLAMATION,KAOLACK,0.082,NEUTRE,SERVICE_CLIENT,2026-05-01
POST_2b9bd7ce07,FREE_MONEY,compte free money bloqué sans explication support,FR,TWITTER,SAINT_LOUIS,-0.614,NEGATIF_FORT,TECHNIQUE,2026-05-02
POST_32e95a3b75,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,TWITTER,KAOLACK,-0.676,NEGATIF_FORT,SERVICE_CLIENT,2026-05-24
POST_a138127eef,FREE_MONEY,free money problem duma gënn,WO,WHATSAPP,THIES,-0.644,NEGATIF_FORT,AUTRE,2026-05-08
POST_dd415776c7,SENELEC,application senelec bien paiement facile maintenant,FR,WHATSAPP,SAINT_LOUIS,0.674,POSITIF,POSITIF,2026-05-20
POST_9889af297e,SENELEC,coupure électrique pendant senelec scandaleux,FR,TWITTER,THIES,-0.907,NEGATIF_FORT,AUTRE,2026-05-06
POST_16796a9412,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,WHATSAPP,SAINT_LOUIS,-0.723,NEGATIF_FORT,SERVICE_CLIENT,2026-05-10
POST_3f1877141f,FREE_MONEY,free money simple pratique pour les petites sommes,FR,FACEBOOK,SAINT_LOUIS,0.656,POSITIF,POSITIF,2026-05-25
POST_923c6f1d25,ORANGE_MONEY,service orange money efficace pour les paiements factures,FR,FACEBOOK,DAKAR,0.72,POSITIF,POSITIF,2026-05-11
POST_b6642a2561,FREE_MONEY,free money gratuit pour les transferts entre abonnés free,FR,FACEBOOK,SAINT_LOUIS,0.884,POSITIF,POSITIF,2026-05-11
POST_ea3da33ca2,TER,ter pratique rapide entre dakar top,FR,RECLAMATION,DAKAR,0.752,POSITIF,POSITIF,2026-05-07
POST_3d66adcba8,WAVE,wave rapide meilleur service mobile money sénégal,FR,RECLAMATION,DAKAR,0.663,POSITIF,POSITIF,2026-05-09
POST_14453f64a0,SENELEC,application senelec bien paiement facile maintenant,FR,WHATSAPP,DAKAR,0.674,POSITIF,POSITIF,2026-05-14
POST_b48618f882,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,RECLAMATION,THIES,-0.646,NEGATIF_FORT,SERVICE_CLIENT,2026-05-19
POST_63d2983944,WAVE,wave dafa duma gënn xaalis,WO,WHATSAPP,DAKAR,-0.904,NEGATIF_FORT,TECHNIQUE,2026-05-06
POST_f0bd16a37c,ORANGE_MONEY,orange money fraud lost money this morning,EN,TWITTER,DAKAR,-0.97,NEGATIF_FORT,FRAUDE,2026-05-01
POST_ce72890af1,WAVE,mon transfert wave est bloqué depuis impossible joindre support,FR,FACEBOOK,KAOLACK,-0.745,NEGATIF_FORT,SERVICE_CLIENT,2026-05-13
POST_5510fc86f1,SEN_EAU,est revenue après sen eau enfin réactif,FR,FACEBOOK,SAINT_LOUIS,0.047,NEUTRE,AUTRE,2026-05-07
POST_935b43c84e,SEN_EAU,est revenue après sen eau enfin réactif,FR,FACEBOOK,KAOLACK,-0.046,NEGATIF,AUTRE,2026-05-15
POST_33a2df7fad,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,RECLAMATION,KAOLACK,-0.654,NEGATIF_FORT,AUTRE,2026-05-07
POST_7a5e4cd43a,TER,ter bondé aux heures prévoir extension nécessaire,FR,TWITTER,SAINT_LOUIS,-0.07,NEGATIF,AUTRE,2026-05-13
POST_8a720f6575,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,TWITTER,THIES,-0.908,NEGATIF_FORT,AUTRE,2026-05-01
POST_50bd195407,ORANGE_MONEY,orange money fraud lost money this morning,EN,WHATSAPP,ZIGUINCHOR,-1.0,NEGATIF_FORT,FRAUDE,2026-05-03
POST_09c78ed313,FREE_MONEY,free money dafa baax mais support dafa teye,WO,FACEBOOK,DAKAR,-0.039,NEGATIF,TECHNIQUE,2026-05-18
POST_51517a1987,FREE_MONEY,free money nouveau encore beaucoup bugs,FR,FACEBOOK,DAKAR,-0.646,NEGATIF_FORT,TECHNIQUE,2026-05-19
POST_484f270686,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,WHATSAPP,SAINT_LOUIS,-0.812,NEGATIF_FORT,TECHNIQUE,2026-05-12
POST_bb305217fb,SENELEC,coupure senelec depuis quand que revient,FR,WHATSAPP,DAKAR,-0.039,NEGATIF,AUTRE,2026-05-07
POST_17cc818646,SEN_EAU,sen eau problem dafa neka,WO,TWITTER,SAINT_LOUIS,-0.652,NEGATIF_FORT,AUTRE,2026-05-21
POST_8dcd051978,WAVE,wave dafa duma gënn xaalis,WO,TWITTER,ZIGUINCHOR,-0.91,NEGATIF_FORT,TECHNIQUE,2026-05-24
POST_2c8360c520,FREE_MONEY,compte free money bloqué sans explication support,FR,TWITTER,KAOLACK,-0.749,NEGATIF_FORT,TECHNIQUE,2026-05-09
POST_448b7f9ead,WAVE,wave excellent recommande tous,FR,RECLAMATION,THIES,0.261,NEUTRE,TECHNIQUE,2026-05-14
POST_b1446928f1,WAVE,frais wave trop cher orange money moins cher,FR,WHATSAPP,KAOLACK,-0.757,NEGATIF_FORT,TARIF,2026-05-15
POST_a577371c30,SEN_EAU,est revenue après sen eau enfin réactif,FR,RECLAMATION,KAOLACK,0.028,NEUTRE,AUTRE,2026-05-20
POST_19b26ca08e,SEN_EAU,pas depuis jours sen eau répond pas,FR,RECLAMATION,THIES,0.088,NEUTRE,AUTRE,2026-05-09
POST_9923616ef9,TER,ter dafa rafet,WO,FACEBOOK,DAKAR,0.835,POSITIF,POSITIF,2026-05-01
POST_79d08f30ac,WAVE,wave dafa dafa yomb,WO,RECLAMATION,SAINT_LOUIS,0.776,POSITIF,POSITIF,2026-05-21
POST_58e3aa8c33,ORANGE_MONEY,orange money encore panne inacceptable,FR,RECLAMATION,KAOLACK,-0.785,NEGATIF_FORT,TECHNIQUE,2026-05-20
POST_b75d136a8e,SEN_EAU,sen eau service client attente interminable,FR,TWITTER,THIES,0.034,NEUTRE,SERVICE_CLIENT,2026-05-02
POST_eb25026304,SENELEC,application senelec bien paiement facile maintenant,FR,RECLAMATION,KAOLACK,0.744,POSITIF,POSITIF,2026-05-05
POST_774d7d1204,FREE_MONEY,compte free money bloqué sans explication support,FR,RECLAMATION,SAINT_LOUIS,-0.611,NEGATIF_FORT,TECHNIQUE,2026-05-27
POST_4fe09c1054,WAVE,wave the best mobile money service fast and reliable,EN,WHATSAPP,KAOLACK,0.606,POSITIF,POSITIF,2026-05-13
POST_0405f4989a,FREE_MONEY,free money dafa baax mais support dafa teye,WO,RECLAMATION,ZIGUINCHOR,-0.05,NEGATIF,TECHNIQUE,2026-05-20
POST_56172e54eb,ORANGE_MONEY,remboursement orange money jamais reçu après semaines,FR,RECLAMATION,DAKAR,-0.598,NEGATIF_FORT,AUTRE,2026-05-28
POST_5dc3438bda,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,WHATSAPP,DAKAR,-0.901,NEGATIF_FORT,AUTRE,2026-05-18
POST_1a61a7c8c6,TER,ter dafa rafet,WO,TWITTER,DAKAR,0.905,POSITIF,POSITIF,2026-05-16
POST_17464c8cac,SENELEC,senelec problem dafa metti,WO,TWITTER,SAINT_LOUIS,-0.669,NEGATIF_FORT,AUTRE,2026-05-14
POST_36aa2278f2,SENELEC,senelec délestage tous les ras bol,FR,FACEBOOK,THIES,-0.746,NEGATIF_FORT,AUTRE,2026-05-29
POST_5ae3e44671,ORANGE_MONEY,orange money dafa problem nekkul,WO,RECLAMATION,DAKAR,-0.754,NEGATIF_FORT,TECHNIQUE,2026-05-24
POST_ba79ebf0ed,WAVE,encore une fois wave inadmissible,FR,RECLAMATION,DAKAR,-0.815,NEGATIF_FORT,TECHNIQUE,2026-05-28
POST_020a3610a5,TER,ter pratique rapide entre dakar top,FR,RECLAMATION,THIES,0.75,POSITIF,POSITIF,2026-05-23
POST_5da80a638f,SENELEC,coupure électrique pendant senelec scandaleux,FR,RECLAMATION,SAINT_LOUIS,-0.936,NEGATIF_FORT,AUTRE,2026-05-21
POST_35a9d9eae1,WAVE,wave the best mobile money service fast and reliable,EN,FACEBOOK,ZIGUINCHOR,0.651,POSITIF,POSITIF,2026-05-14
POST_bf7f34507f,SENELEC,senelec dafa xam dina tax,WO,FACEBOOK,DAKAR,-0.889,NEGATIF_FORT,TECHNIQUE,2026-05-05
POST_2fddf971c6,SENELEC,senelec réparé rapidement panne dans mon bravo,FR,WHATSAPP,SAINT_LOUIS,0.283,NEUTRE,POSITIF,2026-05-01
POST_55cab42b92,SENELEC,senelec dafa xam dina tax,WO,FACEBOOK,ZIGUINCHOR,-0.703,NEGATIF_FORT,TECHNIQUE,2026-05-05
POST_3588beff5b,FREE_MONEY,free money simple pratique pour les petites sommes,FR,WHATSAPP,ZIGUINCHOR,0.753,POSITIF,POSITIF,2026-05-07
POST_426cc4818e,TER,ter pratique rapide entre dakar top,FR,WHATSAPP,THIES,0.707,POSITIF,POSITIF,2026-05-16
POST_13310e41af,FREE_MONEY,free money simple pratique pour les petites sommes,FR,TWITTER,KAOLACK,0.815,POSITIF,POSITIF,2026-05-01
POST_b930d67b6d,SENELEC,senelec délestage tous les ras bol,FR,TWITTER,SAINT_LOUIS,-0.7,NEGATIF_FORT,AUTRE,2026-05-07
POST_b70f496e14,TER,ter pratique rapide entre dakar top,FR,RECLAMATION,DAKAR,0.766,POSITIF,POSITIF,2026-05-27
POST_d125b3fccc,TER,application ter bug impossible ticket,FR,WHATSAPP,ZIGUINCHOR,-0.725,NEGATIF_FORT,TECHNIQUE,2026-05-13
POST_aa3097850a,WAVE,transaction wave argent débité sans confirmation,FR,WHATSAPP,DAKAR,0.021,NEUTRE,AUTRE,2026-05-03
POST_ac17b97f9f,ORANGE_MONEY,les frais cachés orange,FR,TWITTER,KAOLACK,-0.976,NEGATIF_FORT,TARIF,2026-05-02
POST_e887b08110,SEN_EAU,facture sen eau anormalement élevée,FR,FACEBOOK,KAOLACK,0.045,NEUTRE,AUTRE,2026-05-14
POST_ff2d7ad120,TER,ter dafa rafet,WO,WHATSAPP,KAOLACK,0.883,POSITIF,POSITIF,2026-05-01
POST_ab9a88f108,SENELEC,senelec réparé rapidement panne dans mon bravo,FR,FACEBOOK,DAKAR,0.283,NEUTRE,POSITIF,2026-05-01
POST_615d6345e8,WAVE,wave rapide meilleur service mobile money sénégal,FR,FACEBOOK,THIES,0.78,POSITIF,POSITIF,2026-05-05
POST_ca49049629,FREE_MONEY,compte free money bloqué sans explication support,FR,FACEBOOK,DAKAR,-0.641,NEGATIF_FORT,TECHNIQUE,2026-05-01
POST_17982a2c6d,WAVE,wave rapide meilleur service mobile money sénégal,FR,FACEBOOK,KAOLACK,0.654,POSITIF,POSITIF,2026-05-28
POST_93c8115ec6,ORANGE_MONEY,orange money compte bloqué sans scandaleux,FR,FACEBOOK,KAOLACK,-0.7,NEGATIF_FORT,TECHNIQUE,2026-05-24
POST_53ac599972,WAVE,frais wave trop cher orange money moins cher,FR,TWITTER,SAINT_LOUIS,-0.775,NEGATIF_FORT,TARIF,2026-05-04
POST_b4649700ba,TER,ter ponctuel voyage confortable,FR,FACEBOOK,THIES,-0.014,NEGATIF,AUTRE,2026-05-15
POST_138f285f43,SEN_EAU,pas depuis jours sen eau répond pas,FR,WHATSAPP,DAKAR,0.067,NEUTRE,AUTRE,2026-05-07
POST_33fc810054,SEN_EAU,sen eau pression faible depuis une scandaleux,FR,RECLAMATION,KAOLACK,-0.863,NEGATIF_FORT,AUTRE,2026-05-05
POST_ccca2d6d88,TER,ter retard encore infos temps réel impossible,FR,RECLAMATION,KAOLACK,-0.695,NEGATIF_FORT,AUTRE,2026-05-12
POST_2b8ef7dfa9,FREE_MONEY,compte free money bloqué sans explication support,FR,RECLAMATION,THIES,-0.705,NEGATIF_FORT,TECHNIQUE,2026-05-27
POST_d8dc6964d1,TER,ter bondé aux heures prévoir extension nécessaire,FR,WHATSAPP,KAOLACK,-0.021,NEGATIF,AUTRE,2026-05-15
POST_b2ff730758,SEN_EAU,sen eau problem dafa neka,WO,RECLAMATION,DAKAR,-0.724,NEGATIF_FORT,AUTRE,2026-05-05
POST_954af09147,TER,application ter bug impossible ticket,FR,RECLAMATION,ZIGUINCHOR,-0.638,NEGATIF_FORT,TECHNIQUE,2026-05-26
POST_3d5a416d40,SEN_EAU,facture sen eau anormalement élevée,FR,RECLAMATION,DAKAR,0.042,NEUTRE,AUTRE,2026-05-14
POST_02cdf3c024,FREE_MONEY,free money simple pratique pour les petites sommes,FR,RECLAMATION,KAOLACK,0.653,POSITIF,POSITIF,2026-05-11
POST_6c6b379241,TER,ter bondé aux heures prévoir extension nécessaire,FR,FACEBOOK,THIES,0.026,NEUTRE,AUTRE,2026-05-21
POST_f04a7d7a6f,TER,ter bondé aux heures prévoir extension nécessaire,FR,WHATSAPP,THIES,-0.055,NEGATIF,AUTRE,2026-05-16
POST_c2d98a1b93,ORANGE_MONEY,orange money dafa problem nekkul,WO,WHATSAPP,DAKAR,-0.81,NEGATIF_FORT,TECHNIQUE,2026-05-13
POST_fe5c1c72b9,WAVE,wave remboursé top,FR,WHATSAPP,DAKAR,0.786,POSITIF,POSITIF,2026-05-11
POST_b322dd6665,WAVE,wave excellent recommande tous,FR,RECLAMATION,KAOLACK,0.28,NEUTRE,TECHNIQUE,2026-05-03
POST_07377f7cdc,ORANGE_MONEY,orange money fraud lost money this morning,EN,RECLAMATION,THIES,-0.987,NEGATIF_FORT,FRAUDE,2026-05-18
POST_3fb3d68f4c,SENELEC,senelec délestage tous les ras bol,FR,TWITTER,ZIGUINCHOR,-0.723,NEGATIF_FORT,AUTRE,2026-05-11
POST_8478006fa2,WAVE,wave remboursé top,FR,RECLAMATION,THIES,0.772,POSITIF,POSITIF,2026-05-03
POST_8054fdf874,WAVE,encore une fois wave inadmissible,FR,RECLAMATION,SAINT_LOUIS,-0.892,NEGATIF_FORT,TECHNIQUE,2026-05-04
POST_67625b6121,SENELEC,application senelec bien paiement facile maintenant,FR,RECLAMATION,KAOLACK,0.639,POSITIF,POSITIF,2026-05-25
POST_19323c7ea0,ORANGE_MONEY,orange money fiable pour les transferts internationaux,FR,RECLAMATION,KAOLACK,0.821,POSITIF,POSITIF,2026-05-07
POST_6b4ad4a856,FREE_MONEY,free money dafa baax mais support dafa teye,WO,WHATSAPP,SAINT_LOUIS,-0.074,NEGATIF,TECHNIQUE,2026-05-23
